Price,Response,Value,BBU,BBL,SMA
0.9513,,11575.613914622718,0.9629401937529702,0.90469980624703,0.9338200000000001
0.9505,,11575.613914622718,0.9637864920025786,0.9077635079974212,0.9357749999999999
0.9586,,11575.613914622718,0.9657510237526455,0.9103089762473545,0.93803
0.9572,,11575.613914622718,0.9660213048726295,0.9147586951273706,0.9403900000000001
0.9527,,11575.613914622718,0.9655902328053683,0.9188997671946317,0.942245
0.9493,,11575.613914622718,0.9651838593043489,0.9219761406956513,0.9435800000000001
0.949,,11575.613914622718,0.96334132334991,0.9268486766500899,0.9450949999999999
0.9455,,11575.613914622718,0.9619507529981888,0.9301892470018114,0.9460700000000001
0.9498,,11575.613914622718,0.9588098400673841,0.9360701599326158,0.94744
0.95,,11575.613914622718,0.9571180587711335,0.9395619412288668,0.9483400000000002
0.9544,,11575.613914622718,0.9578381198135835,0.9397818801864164,0.9488099999999999
0.9493,,11575.613914622718,0.9579149230439254,0.9399450769560747,0.94893
0.9503,,11575.613914622718,0.9579678467000772,0.9404821532999226,0.9492249999999999
0.9494,,11575.613914622718,0.9576193227050733,0.9415906772949267,0.949605
0.9521,,11575.613914622718,0.957834362735944,0.9416556372640557,0.9497449999999998
0.9467,,11575.613914622718,0.9576494679083545,0.9421105320916456,0.9498800000000001
0.9451,,11575.613914622718,0.9574550306753228,0.942484969324677,0.9499699999999999
0.9462,,11575.613914622718,0.9573246133917892,0.9427753866082105,0.9500499999999998
0.9321,buy,11575.613914622718,0.9600968688209027,0.9385531311790972,0.949325
0.9412,,11575.613914622718,0.96036809545674,0.9377019045432602,0.9490350000000001
0.9399,,11688.625487010944,0.960446613106405,0.936483386893595,0.948465
0.9401,,11672.480976669769,0.9604461957322825,0.9354438042677176,0.947945
0.9401,,11674.96474749149,0.9589251691559412,0.9351148308440588,0.94702
0.9445,,11674.96474749149,0.9573191136863153,0.9354508863136848,0.946385
0.9463,,11729.607705569313,0.956587812311705,0.9355421876882949,0.9460649999999999
0.9498,,11751.961642964787,0.9566474917276285,0.9355325082723712,0.9460899999999999
0.948,,11795.427632344874,0.9565488233604458,0.9355311766395542,0.94604
0.9503,,11773.073694949398,0.9569548302094225,0.9356051697905777,0.9462800000000001
0.9429,,11801.637059399172,0.9565767796295644,0.9352932203704357,0.9459350000000001
0.9423,,11709.737538995558,0.9561295234197706,0.9349704765802296,0.9455500000000001
0.9431,,11702.286226530401,0.954750088190509,0.9352199118094909,0.944985
0.945,,11712.221309817278,0.9543220953887503,0.9352179046112494,0.9447699999999999
0.9447,,11735.81713262361,0.9536810482765055,0.9352989517234946,0.94449
0.945,,11732.091476391031,0.9531723001167351,0.935367699883265,0.94427
0.94,,11735.81713262361,0.9519499959501942,0.9353800040498055,0.9436649999999999
0.9427,,11673.722862080627,0.9516338174754592,0.9352961825245408,0.943465
0.942,,11707.25376817384,0.9514658245250992,0.9351541754749008,0.94331
0.95,,11698.560570297821,0.9521040382195924,0.9348959617804073,0.9434999999999999
0.95,,11797.911403166592,0.95161936666319,0.9371706333368102,0.9443950000000001
0.9502,,11797.911403166592,0.9523472733396725,0.9373427266603278,0.9448450000000002
0.9497,,11800.395173988312,0.9527570936186637,0.937912906381336,0.9453349999999998
0.9538,,11794.185746934014,0.953921125835834,0.9381188741641657,0.9460199999999999
0.9584,sell,11845.10304877926,0.956088722279977,0.9377812777200227,0.9469349999999999
0.9596,,11902.229777678804,0.9583629170283825,0.9370170829716173,0.9476899999999999
0.9524,,11902.229777678804,0.9588477900851154,0.9371422099148844,0.9479949999999999
0.95,,11902.229777678804,0.9588651589597749,0.9371448410402251,0.948005
0.9502,,11902.229777678804,0.9590194220870538,0.937210577912946,0.9481149999999999
0.9487,,11902.229777678804,0.95889531404024,0.9371746859597604,0.9480350000000002
0.9434,,11902.229777678804,0.9588727410225646,0.9372472589774352,0.9480599999999999
0.9463,,11902.229777678804,0.9587678216481569,0.9377521783518431,0.94826
0.9478,,11902.229777678804,0.958723438168578,0.938266561831422,0.948495
0.9468,,11902.229777678804,0.9587151582052383,0.9384548417947615,0.9485849999999999
0.9452,,11902.229777678804,0.9587021856169173,0.9385178143830823,0.9486099999999998
0.9426,,11902.229777678804,0.9588172557112873,0.9381627442887126,0.9484899999999999
0.9412,,11902.229777678804,0.9586816596032334,0.9384183403967666,0.94855
0.9449,,11902.229777678804,0.9585695700687451,0.938750429931255,0.9486600000000001
0.947,,11902.229777678804,0.9583534382676963,0.9394665617323038,0.94891
0.9463,,11902.229777678804,0.958223337804723,0.9392266621952768,0.9487249999999999
0.953,,11902.229777678804,0.9585512052152908,0.939198794784709,0.9488749999999999
0.95,,11902.229777678804,0.9585358514837655,0.9391941485162344,0.948865
0.95,,11902.229777678804,0.9585572331844004,0.9392027668155994,0.94888
0.9497,,11902.229777678804,0.9580833669369901,0.9392666330630097,0.9486749999999999
0.9489,,11902.229777678804,0.9564260177741756,0.9399739822258243,0.9481999999999999
0.95,,11902.229777678804,0.9540460863431549,0.9413939136568451,0.94772
0.953,,11902.229777678804,0.9541744598380351,0.9413255401619647,0.9477499999999999
0.9524,,11902.229777678804,0.9545557586271904,0.9411842413728095,0.94787
0.9534,,11902.229777678804,0.9550930543564455,0.9409669456435543,0.9480299999999999
0.954,,11902.229777678804,0.9558448274640449,0.9407451725359554,0.9482950000000001
0.9536,,11902.229777678804,0.9563405927367881,0.9412694072632117,0.9488049999999999
0.9579,,11902.229777678804,0.9578385324288912,0.9409314675711089,0.949385
0.9578,,11902.229777678804,0.9590930685442598,0.9406769314557399,0.9498849999999999
0.9599,,11902.229777678804,0.9606441731868307,0.9404358268131692,0.9505399999999999
